13	44	40	29	29	10	32	9	14	1	0	17	21	20	5	18	35	20	7	2	18	13	4	24	9	0	9	12	21	26	33	46	14	1	6	26	22	6	19	42
15	1	18	0	47	4	35	38	33	13	17	0	43	44	36	6	45	23	1	24	44	35	4	5	33	39	48	1	31	31	47	33	8	10	11	7	5	34	29	24
31	26	42	44	24	28	41	0	36	9	21	43	0	6	2	35	0	15	2	12	48	16	21	42	24	28	23	40	24	2	44	49	33	23	23	3	2	37	40	36
7	14	49	39	1	6	20	19	32	48	20	44	6	0	43	36	23	4	21	2	19	7	10	8	39	36	41	35	35	42	43	19	15	43	27	40	21	27	48	48
17	41	10	25	9	2	0	12	36	25	5	36	2	43	0	47	9	7	34	3	34	26	23	13	26	11	44	10	33	45	40	8	4	45	10	30	8	21	33	12
47	9	32	32	34	26	49	35	40	41	18	6	35	36	47	0	47	11	13	35	40	33	10	14	28	32	34	47	14	19	17	30	28	28	25	30	44	37	15	2
30	16	24	13	9	13	43	7	9	29	35	45	0	23	9	47	0	35	18	26	10	42	42	33	31	41	11	43	15	3	44	34	39	32	12	20	0	42	4	24
3	33	12	16	26	23	44	1	14	45	20	23	15	4	7	11	35	0	32	4	15	20	2	33	5	14	40	5	29	4	45	22	12	40	22	39	38	33	21	2
35	1	14	33	44	37	2	11	17	21	7	1	2	21	34	13	18	32	0	39	37	9	0	48	46	3	28	34	41	39	32	27	0	15	2	30	10	8	0	23
1	28	34	11	8	3	8	11	15	44	2	24	12	2	3	35	26	4	39	0	2	41	40	31	19	3	4	28	31	49	1	29	11	31	16	26	28	20	37	11
33	18	3	38	48	4	4	37	31	41	18	44	48	19	34	40	10	15	37	2	0	24	38	2	1	13	12	34	31	19	46	41	33	9	44	7	12	0	38	1
39	11	1	20	0	44	13	7	4	34	13	35	16	7	26	33	42	20	9	41	24	0	31	47	40	11	25	34	35	7	30	13	17	31	44	32	5	42	43	1
35	9	10	23	30	43	24	24	42	11	4	4	21	10	23	10	42	2	0	40	38	31	0	2	19	48	42	12	3	2	37	26	39	7	32	3	45	27	22	35
44	48	3	43	37	31	43	6	0	34	24	5	42	8	13	14	33	33	48	31	2	47	2	0	1	7	2	13	31	25	33	48	45	6	41	8	11	21	48	3
25	33	0	26	27	13	9	26	32	15	9	33	24	39	26	28	31	5	46	19	1	40	19	1	0	23	29	3	11	3	9	18	11	3	33	14	12	31	19	38
9	39	11	2	43	33	0	11	0	3	0	39	28	36	11	32	41	14	3	3	13	11	48	7	23	0	2	26	34	12	37	22	13	9	13	46	6	41	34	30
9	45	33	15	11	6	31	19	45	3	9	48	23	41	44	34	11	40	28	4	12	25	42	2	29	2	0	4	28	12	25	46	38	40	7	35	42	4	27	47
1	36	21	34	32	12	6	33	8	22	12	1	40	35	10	47	43	5	34	28	34	34	12	13	3	26	4	0	42	0	10	20	33	43	1	38	43	25	42	7
25	8	31	37	25	36	8	7	42	7	21	31	24	35	33	14	15	29	41	31	31	35	3	31	11	34	28	42	0	15	6	17	14	32	3	16	34	46	1	10
14	35	0	34	26	26	33	15	46	42	26	31	2	42	45	19	3	4	39	49	19	7	2	25	3	12	12	0	15	0	34	0	15	0	18	10	10	35	36	23
34	33	4	36	39	32	19	12	9	13	33	47	44	43	40	17	44	45	32	1	46	30	37	33	9	37	25	10	6	34	0	3	23	33	33	0	37	20	4	9
41	0	33	9	14	48	9	42	48	45	46	33	49	19	8	30	34	22	27	29	41	13	26	48	18	22	46	20	17	0	3	0	41	12	9	18	34	42	5	19
23	24	3	30	14	17	13	18	7	25	14	8	33	15	4	28	39	12	0	11	33	17	39	45	11	13	38	33	14	15	23	41	0	36	9	13	34	37	19	47
2	44	47	7	7	36	43	12	3	35	1	10	23	43	45	28	32	40	15	31	9	31	7	6	3	9	40	43	32	0	33	12	36	0	3	3	38	2	10	33
39	22	3	7	9	0	5	45	0	2	6	11	23	27	10	25	12	22	2	16	44	44	32	41	33	13	7	1	3	18	33	9	9	3	0	0	14	15	33	6
26	3	18	42	31	47	26	21	11	8	26	7	3	40	30	30	20	39	30	26	7	32	3	8	14	46	35	38	16	10	0	18	13	3	0	0	33	28	20	6
43	38	37	12	13	22	47	45	26	29	22	5	2	21	8	44	0	38	10	28	12	5	45	11	12	6	42	43	34	10	37	34	34	38	14	33	0	36	32	1
34	43	49	7	41	25	5	36	12	5	6	34	37	27	21	37	42	33	8	20	0	42	27	21	31	41	4	25	46	35	20	42	37	2	15	28	36	0	39	16
6	10	46	21	40	13	6	5	25	9	19	29	40	48	33	15	4	21	0	37	38	43	22	48	19	34	27	42	1	36	4	5	19	10	33	20	32	39	0	23
23	42	13	45	21	44	26	21	7	5	42	24	36	48	12	2	24	2	23	11	1	1	35	3	38	30	47	7	10	23	9	19	47	33	6	6	1	16	23	0
