49	20	35	33	10	0	12	46	29	46	0	14	37	0	36	22	34	12	3	13	8	36	42	9	41	43	8	0	40	12	20	25	24	39	40	47	11	13	23	46	14	17	47	48	47	17	38	27	0	19
40	41	22	10	15	12	1	34	15	48	14	0	20	7	26	27	33	36	9	25	3	7	23	29	49	47	26	21	19	41	17	41	40	1	24	23	10	11	37	11	44	32	41	29	10	25	36	47	25	3
3	38	12	41	32	1	18	27	8	46	37	20	0	0	22	40	43	19	8	47	6	11	27	27	41	8	9	22	0	29	34	20	14	38	43	10	20	21	5	9	0	46	6	16	37	35	9	7	27	28
14	39	32	48	11	14	5	21	15	3	0	7	0	0	44	47	41	42	49	12	29	25	21	3	38	15	46	41	42	6	3	30	49	14	29	26	6	43	30	2	5	40	4	24	21	40	42	49	34	27
21	42	35	18	39	16	37	28	37	27	36	26	22	44	0	16	27	48	19	6	48	14	28	10	11	0	7	31	26	32	7	22	0	46	33	42	8	2	39	24	4	15	43	28	33	4	48	25	25	4
43	10	4	4	32	35	47	46	48	2	22	27	40	47	16	0	40	24	24	42	7	7	16	3	20	22	45	12	30	48	40	2	2	41	2	28	32	12	3	9	49	17	0	41	22	6	0	8	15	32
32	9	16	8	20	41	12	35	22	29	34	33	43	41	27	40	0	19	14	11	26	47	38	36	0	16	29	8	27	49	49	0	34	21	25	37	30	18	35	9	35	19	1	32	21	49	28	25	24	5
48	17	23	20	39	12	9	42	29	19	12	36	19	42	48	24	19	0	28	37	16	12	19	33	32	18	13	25	15	22	18	3	6	3	27	14	27	24	26	42	1	41	11	21	44	7	39	7	25	27
11	16	39	21	47	19	10	24	9	37	3	9	8	49	19	24	14	28	0	43	28	28	32	24	28	32	18	8	33	45	2	6	29	40	20	31	47	42	28	24	21	2	1	21	38	20	30	22	31	3
6	15	5	30	44	40	7	15	27	13	13	25	47	12	6	42	11	37	43	0	35	12	25	16	40	26	28	36	44	5	24	49	35	1	1	15	31	28	23	31	25	5	38	13	24	15	17	49	11	7
9	43	13	8	0	24	9	49	6	27	8	3	6	29	48	7	26	16	28	35	0	38	4	34	20	39	1	48	21	30	8	41	27	19	13	31	48	9	21	40	25	27	22	2	45	11	37	17	18	15
23	13	34	45	22	42	0	39	24	29	36	7	11	25	14	7	47	12	28	12	38	0	2	37	14	32	2	24	0	19	5	27	8	28	18	5	13	16	2	1	14	0	23	18	37	44	8	35	7	22
38	20	16	21	33	11	25	44	3	2	42	23	27	21	28	16	38	19	32	25	4	2	0	43	49	13	46	34	24	4	43	16	7	4	46	32	31	4	5	2	3	0	6	31	5	3	18	12	5	46
43	2	32	39	47	2	20	10	0	15	9	29	27	3	10	3	36	33	24	16	34	37	43	0	14	43	4	38	33	31	15	35	27	24	2	43	1	21	41	39	22	11	21	43	28	48	28	9	29	30
27	1	16	33	8	23	23	28	6	36	41	49	41	38	11	20	0	32	28	40	20	14	49	14	0	14	21	6	31	22	39	21	10	17	46	2	19	12	49	12	25	33	2	31	26	3	48	24	48	27
2	35	5	23	5	37	39	17	39	12	43	47	8	15	0	22	16	18	32	26	39	32	13	43	14	0	40	47	12	44	0	10	48	7	44	26	4	16	19	15	42	33	30	8	18	22	16	4	39	9
18	17	12	9	7	35	10	20	23	2	8	26	9	46	7	45	29	13	18	28	1	2	46	4	21	40	0	33	12	48	14	36	8	23	24	2	40	47	11	0	42	4	30	35	36	6	25	15	31	25
3	4	25	6	37	5	19	46	0	40	0	21	22	41	31	12	8	25	8	36	48	24	34	38	6	47	33	0	6	27	32	4	47	41	9	44	11	14	36	43	35	34	0	1	29	7	43	38	37	17
9	37	8	37	42	36	28	28	30	2	40	19	0	42	26	30	27	15	33	44	21	0	24	33	31	12	12	6	0	25	8	13	36	34	12	25	29	38	16	44	8	40	47	33	27	28	46	27	3	5
39	48	10	43	20	11	5	32	37	43	12	41	29	6	32	48	49	22	45	5	30	19	4	31	22	44	48	27	25	0	7	37	25	29	6	5	24	35	36	49	12	4	40	27	39	48	10	18	5	34
17	30	5	23	41	16	28	26	19	35	20	17	34	3	7	40	49	18	2	24	8	5	43	15	39	0	14	32	8	7	0	12	25	38	34	25	44	2	42	2	41	11	35	43	7	21	41	33	10	39
24	36	2	3	26	49	7	26	19	41	25	41	20	30	22	2	0	3	6	49	41	27	16	35	21	10	36	4	13	37	12	0	0	20	13	23	39	18	24	36	16	26	10	36	17	16	10	22	48	18
23	49	11	6	13	8	3	11	21	19	24	40	14	49	0	2	34	6	29	35	27	8	7	27	10	48	8	47	36	25	25	0	0	12	43	38	29	28	11	3	32	32	26	40	0	18	3	36	38	13
41	4	5	26	39	33	28	25	38	49	39	1	38	14	46	41	21	3	40	1	19	28	4	24	17	7	23	41	34	29	38	20	12	0	25	33	40	22	43	13	33	23	3	26	26	12	45	10	7	27
7	49	8	32	4	4	27	16	1	10	40	24	43	29	33	2	25	27	20	1	13	18	46	2	46	44	24	9	12	6	34	13	43	25	0	11	21	42	10	26	33	26	29	3	3	12	25	48	49	44
36	8	38	16	1	31	45	29	8	32	47	23	10	26	42	28	37	14	31	15	31	5	32	43	2	26	2	44	25	5	25	23	38	33	11	0	20	47	21	39	0	30	24	43	45	22	28	21	21	43
43	18	12	9	27	9	7	4	32	25	11	10	20	6	8	32	30	27	47	31	48	13	31	1	19	4	40	11	29	24	44	39	29	40	21	20	0	25	31	15	13	29	29	47	24	33	19	41	15	6
22	33	40	24	43	35	26	11	43	38	13	11	21	43	2	12	18	24	42	28	9	16	4	21	12	16	47	14	38	35	2	18	28	22	42	47	25	0	47	3	36	28	44	10	1	43	21	2	24	25
14	20	16	27	47	14	34	47	7	32	23	37	5	30	39	3	35	26	28	23	21	2	5	41	49	19	11	36	16	36	42	24	11	43	10	21	31	47	0	9	6	37	13	38	21	36	2	22	46	26
16	1	42	15	35	10	44	4	21	5	46	11	9	2	24	9	9	42	24	31	40	1	2	39	12	15	0	43	44	49	2	36	3	13	26	39	15	3	9	0	20	39	8	30	42	12	9	27	9	6
9	49	0	35	10	42	12	16	4	17	14	44	0	5	4	49	35	1	21	25	25	14	3	22	25	42	42	35	8	12	41	16	32	33	33	0	13	36	6	20	0	28	2	32	34	27	9	1	29	49
49	40	46	47	42	19	35	23	21	46	17	32	46	40	15	17	19	41	2	5	27	0	0	11	33	33	4	34	40	4	11	26	32	23	26	30	29	28	37	39	28	0	33	47	29	46	9	23	9	22
3	5	6	17	39	33	2	20	26	0	47	41	6	4	43	0	1	11	1	38	22	23	6	21	2	30	30	0	47	40	35	10	26	3	29	24	29	44	13	8	2	33	0	42	15	1	48	25	5	41
4	34	38	49	40	27	25	2	5	26	48	29	16	24	28	41	32	21	21	13	2	18	31	43	31	8	35	1	33	27	43	36	40	26	3	43	47	10	38	30	32	47	42	0	10	26	13	2	15	11
38	1	5	17	43	44	4	32	38	14	47	10	37	21	33	22	21	44	38	24	45	37	5	28	26	18	36	29	27	39	7	17	0	26	3	45	24	1	21	42	34	29	15	10	0	40	2	40	26	33
30	12	0	4	41	44	15	14	45	8	17	25	35	40	4	6	49	7	20	15	11	44	3	48	3	22	6	7	28	48	21	16	18	12	12	22	33	43	36	12	27	46	1	26	40	0	25	27	43	18
39	3	18	8	24	33	48	32	21	2	38	36	9	42	48	0	28	39	30	17	37	8	18	28	48	16	25	43	46	10	41	10	3	45	25	28	19	21	2	9	9	9	48	13	2	25	0	49	5	46
9	48	11	0	29	32	48	43	13	36	27	47	7	49	25	8	25	7	22	49	17	35	12	9	24	4	15	38	27	18	33	22	36	10	48	21	41	2	22	27	1	23	25	2	40	27	49	0	24	45
26	28	33	10	42	30	25	22	16	5	0	25	27	34	25	15	24	25	31	11	18	7	5	29	48	39	31	37	3	5	10	48	38	7	49	21	15	24	46	9	29	9	5	15	26	43	5	24	0	33
31	3	4	29	0	10	14	12	38	36	19	3	28	27	4	32	5	27	3	7	15	22	46	30	27	9	25	17	5	34	39	18	13	27	44	43	6	25	26	6	49	22	41	11	33	18	46	45	33	0
